id,brandName,productDisplayName,description,style_note,price,discountedPrice,articleType,gender,masterCategory,subCategory,season,usage,myntraRating,baseColour,fabric,fit,neck,occasion
28d9b667-57f3-4ebc-9bc9-530e4a5b3017,Reebok,Reebok Men Racehound Silver Sports Shoes,"<p>The reebok Racehound is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. Added to this is the plush DMX Ride cushioning that makes it an all the more comfortable, smooth and flexible ride. Wear them when you want to run or jog or use them as casual wear.<br /> <br /> <strong>Upper</strong><br /> Breathable mesh upper for ample ventilation and reduced irritation<br /> <span style=""font-style: normal; font-weight: normal;"">Synthetic overlays for added shoe structure, durability and style<br /> Lace-up system with synthetic laces for a snug, customized Fit<br /> Lushly padded tongue and well-cushioned collar for in-step comfort<br /> Brand name on tongue and behind collar<br /> <br /> </span><span style=""font-style: normal; font-weight: bold;"">Midsole<br /> </span><span style=""font-style: normal; font-weight: normal;"">Injection moulded EVA midsole for lightweight responsive cushioning and shock absorption<br /> DMX Ride foam cushioning for all-day comfort<br /> Mesh lining for increased ventilation and comfort<br /> <br /> <strong>Outsole</strong><br /> Non marking TPR outsole for better shock absorption and durability<br /> Waffle-pattern grip for excellent traction<br /> Scooped heel for extra cushioning and comfort<br /> Flex grooves for ease of movement<br /> <br /><strong> Shoe care</strong><br /> Wipe surface with soft, clean, dry cloth to remove dust<br /> Do not machine wash<br /> Do not store in direct sunlight</span></p>",NaN,4599.0,4599.0,Sports Shoes,Men,Footwear,Shoes,Fall,Sports,0.0,Silver,NaN,NaN,NaN,NaN
4e1b2064-b179-4819-b804-96948f1cf390,Reebok,Reebok Women Raceon Silver Sports Shoes,"<p>The reebok Raceon is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. Added to this is the plush DMX Ride cushioning that makes it an all the more comfortable, smooth and flexible ride. Wear them when you want to run or jog or use them as casual wear.<br /> <br /> <strong>Upper</strong><br /> Breathable mesh upper for ample ventilation and reduced irritation<br /> <span style=""font-style: normal; font-weight: normal;"">Synthetic overlays for added shoe structure, durability and style<br /> Lace-up system with synthetic laces for a snug, customized Fit<br /> Lushly padded tongue and well-cushioned collar for in-step comfort<br /> Brand name on tongue and behind collar<br /> <br /> </span><span style=""font-style: normal; font-weight: bold;"">Midsole<br /> </span><span style=""font-style: normal; font-weight: normal;"">Phylon midsole for lightweight responsive cushioning and shock absorption<br /> DMX Ride foam cushioning for all-day comfort<br /> Mesh lining for increased ventilation and comfort<br /> <br /> <strong>Outsole</strong><br /> Non marking TPR outsole for better shock absorption and durability<br /> Transition Bridge for ultimate heel-to-toe response<br /> Waffle-pattern grip for excellent traction<br /> Scooped heel for extra cushioning and comfort<br /> <br /><strong> Shoe care</strong><br /> Wipe surface with soft, clean, dry cloth to remove dust<br /> Do not machine wash<br /> Do not store in direct sunlight</span></p>",NaN,4999.0,4999.0,Sports Shoes,Women,Footwear,Shoes,Fall,Sports,1.0,Silver,NaN,NaN,NaN,NaN
07c181c2-d020-4edd-827e-71b76b061e95,Reebok,Reebok Men Racehound Silver Sports Shoes,"<p>The reebok Racehound is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. Added to this is the plush DMX Ride cushioning that makes it an all the more comfortable, smooth and flexible ride. Wear them when you want to run or jog or use them as casual wear.<br /> <br /> <strong>Upper</strong><br /> Breathable mesh upper for ample ventilation and reduced irritation<br /> <span style=""font-style: normal; font-weight: normal;"">Synthetic overlays for added shoe structure, durability and style<br /> Lace-up system with synthetic laces for a snug, customized Fit<br /> Lushly padded tongue and well-cushioned collar for in-step comfort<br /> Brand name on tongue and behind collar<br /> <br /> <strong>Midsole</strong><br /> Injection moulded EVA midsole for lightweight responsive cushioning and shock absorption<br /> DMX Ride foam cushioning for all-day comfort<br /> Mesh lining for increased ventilation and comfort<br /> <br /> <strong>Outsole</strong><br /> Non marking TPR outsole for better shock absorption and durability<br /> Waffle-pattern grip for excellent traction<br /> Scooped heel for extra cushioning and comfort<br /> Flex grooves for ease of movement<br /> <br /> </span><span style=""font-style: normal; font-weight: bold;"">Shoe care<br /> </span><span style=""font-style: normal; font-weight: normal;"">Wipe surface with soft, clean, dry cloth to remove dust<br /> Do not machine wash<br /> Do not store in direct sunlight</span></p>",NaN,4599.0,4599.0,Sports Shoes,Men,Footwear,Shoes,Fall,Sports,0.0,Silver,NaN,NaN,NaN,NaN
5db01e50-89a7-409a-ace8-b081923f1aa9,Reebok,Reebok Men Racehound White Sports Shoes,"<p>The reebok Racehound is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. Added to this is the plush DMX Ride cushioning that makes it an all the more comfortable, smooth and flexible ride. Wear them when you want to run or jog or use them as casual wear.<br /> <br /> <strong>Upper</strong><br /> Breathable mesh upper for ample ventilation and reduced irritation<br /> <span style=""font-style: normal; font-weight: normal;"">Synthetic overlays for added shoe structure, durability and style<br /> Lace-up system with synthetic laces for a snug, customized Fit<br /> Lushly padded tongue and well-cushioned collar for in-step comfort<br /> Brand name on tongue and behind collar<br /> <br /> <strong>Midsole</strong><br /> Injection Moulded midsole for lightweight responsive cushioning and shock absorption<br /> DMX Ride foam cushioning for all-day comfort<br /> Mesh lining for increased ventilation and comfort<br /> <br /> <strong>Outsole</strong><br /> Non marking TPR outsole for better shock absorption and durability<br /> Waffle-pattern grip for excellent traction<br /> Scooped heel for extra cushioning and comfort<br /> Flex grooves for ease of movement<br /> <br /> </span><span style=""font-style: normal; font-weight: bold;"">Shoe care<br /> </span><span style=""font-style: normal; font-weight: normal;"">Wipe surface with soft, clean, dry cloth to remove dust<br /> Do not machine wash<br /> Do not store in direct sunlight</span></p>",NaN,4599.0,4599.0,Sports Shoes,Men,Footwear,Shoes,Fall,Sports,0.0,White,NaN,NaN,NaN,NaN
e53e54a7-a97a-4b32-a74e-f674527d545b,Murcia,Murcia Women Mcc Black Black Handbags,<p><strong>bag care</strong><br />Rub surface with dry clean cloth to remove dust and dirt<br />Use a mild leather cleaner</p>,<p>NA</p>,3375.0,3341.0,Handbags,Women,Accessories,Bags,Winter,Casual,1.0,Black,NaN,NaN,NaN,Casual
8f0679f3-d9b0-4d18-b61b-00a81ed39cd0,Reebok,Reebok Men Reeflex Run Blue Sports Shoes,"<p>The reebok Reeflex Run is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. The attractive shoes have a low-profile, minimalist silhouette for low-to-ground feel and added mobility. Plus, they feature the RealFlex outsole which promotes natural movement. Wear them when you want to run or jog or use them as casual wear.<br /> <br /> <strong>Upper</strong><br /> Breathable mesh upper for ample ventilation and reduced irritation<br /> <span style=""font-style: normal; font-weight: normal;"">Low-profile, minimalist silhouette for low-to-ground feel and added mobility<br /> Lace-up system with synthetic laces for a snug, customized Fit<br /> Mildly padded tongue and lightly-cushioned collar for in-step comfort<br /> Mesh tongue for better ventilation<br /> Brand name on tongue and logo on sides<br /> <br /> <strong>Midsole</strong><br /> PU midsole for added durability, life, cushioning and a firmer ride<br /> Fabric lining for increased comfort<br /> Removable sockliner to replace with an orthotic<br /> <br /> <strong>Outsole</strong><br /> 3D Ultralite outsole for lightweight support and natural footstrike<br /> RealFlex sole design with 76 individual sensors for multi-directional flexibility and optimal foot feel throughout the footstrike<br /> <br /> </span><span style=""font-style: normal; font-weight: bold;"">shoe care<br /> </span><span style=""font-style: normal; font-weight: normal;"">Wipe surface with soft, clean, dry cloth to remove dust<br /> Do not machine wash<br /> Do not store in direct sunlight</span></p>",NaN,4999.0,4999.0,Sports Shoes,Men,Footwear,Shoes,Fall,Sports,0.0,Blue,NaN,NaN,NaN,NaN
884d9a64-1e58-40d8-b118-beb678c33340,Reebok,Reebok Women Reeflex Run Blue Sports Shoes,"<p>The reebok Reeflex Run is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. The attractive shoes have a low-profile, minimalist silhouette for low-to-ground feel and added mobility. Plus, they feature the RealFlex outsole which promotes natural movement. Wear them when you want to run or jog or use them as casual wear.<br /> <br /> <strong>Upper</strong><br /> Breathable mesh upper for ample ventilation and reduced irritation<br /> <span style=""font-style: normal; font-weight: normal;"">Low-profile, minimalist silhouette for low-to-ground feel and added mobility<br /> Lace-up system with synthetic laces for a snug, customized Fit<br /> Mildly padded tongue and lightly-cushioned collar for in-step comfort<br /> Mesh tongue for better ventilation<br /> Brand name on tongue and logo on sides<br /> <br /> <strong>Midsole</strong><br /> PU midsole for added durability, life, cushioning and a firmer ride<br /> Fabric lining for increased comfort<br /> Removable sockliner to replace with an orthotic<br /> <br /> <strong>Outsole</strong><br /> 3D Ultralite outsole for lightweight support and natural footstrike<br /> RealFlex sole design with 76 individual sensors for multi-directional flexibility and optimal foot feel throughout the footstrike<br /> <br /> </span><span style=""font-style: normal; font-weight: bold;"">shoe care<br /> </span><span style=""font-style: normal; font-weight: normal;"">Wipe surface with soft, clean, dry cloth to remove dust<br /> Do not machine wash<br /> Do not store in direct sunlight</span></p>",NaN,4999.0,4999.0,Sports Shoes,Women,Footwear,Shoes,Fall,Sports,1.0,Blue,NaN,NaN,NaN,NaN
33723196-367a-4b82-b319-85d72e15afc3,Reebok,Reebok Men Reeflex Run White Sports Shoes,"<p>The reebok Reeflex Run is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. The attractive shoes have a low-profile, minimalist silhouette for low-to-ground feel and added mobility. Plus, they feature the RealFlex outsole which promotes natural movement. Wear them when you want to run or jog or use them as casual wear.<br /> <br /> <strong>Upper</strong><br /> Breathable mesh upper for ample ventilation and reduced irritation<br /> <span style=""font-style: normal; font-weight: normal;"">Low-profile, minimalist silhouette for low-to-ground feel and added mobility<br /> Lace-up system with synthetic laces for a snug, customized Fit<br /> Mildly padded tongue and lightly-cushioned collar for in-step comfort<br /> Mesh tongue for better ventilation<br /> Brand name on tongue and logo on sides<br /> <br /> <strong>Midsole</strong><br /> PU midsole for added durability, life, cushioning and a firmer ride<br /> Fabric lining for increased comfort<br /> Removable sockliner to replace with an orthotic<br /> <br /> <strong>Outsole</strong><br /> 3D Ultralite outsole for lightweight support and natural footstrike<br /> RealFlex sole design with 76 individual sensors for multi-directional flexibility and optimal foot feel throughout the footstrike<br /> <br /> </span><span style=""font-style: normal; font-weight: bold;"">shoe care<br /> </span><span style=""font-style: normal; font-weight: normal;"">Wipe surface with soft, clean, dry cloth to remove dust<br /> Do not machine wash<br /> Do not store in direct sunlight</span></p>",NaN,4999.0,4999.0,Sports Shoes,Men,Footwear,Shoes,Fall,Sports,0.0,White,NaN,NaN,NaN,NaN
8adbc82f-2ad0-4d69-852c-bf8706fd46f0,Fastrack,Fastrack Men Analogue Plastic White Watch,"<p>Stylish and comfortable, this analog wrist watch from fastrack&amp;  rsquo s basics Collection is designed for those who love their everyday accessories. <br /> <br /> <span style=""font-style: normal  font-weight;"">Case diameter:</span><span style=""font-style: normal  font-weight;""> 35 mm<br /> </span><span style=""font-style: normal  font-weight;"">Case thickness:</span><span style=""font-style: normal  font-weight;""> 7 mm<br /> </span><span style=""font-style: normal  font-weight;"">Dial shape: </span><span style=""font-style: normal  font-weight;"">Round<br /> </span></p>
<p><span style=""font-style: normal  font-weight;"">&amp;  bull  Metallic case with a fixed bezel for added durability, style and comfort <br /> &amp;  bull  Plastic strap with perforations for breathability, and a tang clasp for comfort and style<br /> &amp;  bull  White dial with Arabic numbering, brand name above 6 o&amp;  rsquo  clock, and brand logo below the 12 o&amp;  rsquo  clock marking<br /> &amp;  bull  Quartz movement of time display with carved out hands<br /> &amp;  bull  Screw to reset time <br /> &amp;  bull  Solid case back made of stainless steel for enhanced durability<br /> &amp;  bull  Water resistant up to 50 meters, which helps you wear it when swimming</span></p>",NaN,595.0,595.0,Watches,Men,Accessories,Watches,Winter,Casual,0.0,White,NaN,NaN,NaN,NaN
bac39af7-720a-47f0-a7b1-189acfd588b1,Murcia,Murcia Women Mcc Red Red Handbags,<p><strong>bag care</strong><br />Rub surface with dry clean cloth to remove dust and dirt<br /> Use a mild leather cleaner</p>,<p>NA</p>,3375.0,3375.0,Handbags,Women,Accessories,Bags,Winter,Casual,1.0,Red,NaN,NaN,NaN,Casual
426f392a-4ac2-490f-b721-8769cf0edee9,Fastrack,Fastrack Men Analogue Grey Watches,"<p>Stylish and comfortable, this analog wrist watch from fastrack&amp;  rsquo s basics Collection is designed for those who love their everyday accessories. <br /> <br /> <span style=""font-style: normal  font-weight;"">Case diameter:</span><span style=""font-style: normal  font-weight;""> 35 mm<br /> </span><span style=""font-style: normal  font-weight;"">Case thickness: </span><span style=""font-style: normal  font-weight;"">7 mm<br /> </span><span style=""font-style: normal  font-weight;"">Dial shape: </span><span style=""font-style: normal  font-weight;"">Round<br /> </span></p>
<p><span style=""font-style: normal  font-weight;"">&amp;  bull  Metallic case with a fixed bezel for added durability, style and comfort <br /> Bezel with markings from 5 to 25 minutes and 35 to 55 minutes<br /> &amp;  bull  Plastic strap with perforations for breathability, and a tang clasp for comfort and style<br /> &amp;  bull  White dial with Arabic numbering, brand name above 6 o&amp;  rsquo  clock, brand logo below the 12 o&amp;  rsquo  clock marking and 5-minute marking with 15, 30, 45 and 60 markings in compass style<br /> &amp;  bull  Quartz movement of time display with carved out hands<br /> &amp;  bull  Screw to reset time <br /> &amp;  bull  Solid case back made of stainless steel for enhanced durability<br /> &amp;  bull  Water resistant up to 50 meters, which helps you wear it when swimming</span></p>",NaN,595.0,595.0,Watches,Men,Accessories,Watches,Winter,Casual,0.0,Grey,NaN,NaN,NaN,NaN
30af20cc-dc2e-4a3e-97f3-609fed3322b1,Reebok,Reebok Men Island Explorer Black Sports Shoes,"<p style=""text-align: justify;"">Super lightweight and extremely attractive, the reebok Island Explorer is the perfect outdoor shoe. Complete with a laceless design and an outsole with a drainage system, these shoes will give you the kind of all-day comfort that your feet truly deserve - the next best thing to walking barefeet. Excellent for your Sports endevours and casual wear as well. Just be prepared for all the jealous glances you get!<br /><br /><strong>Upper</strong><br />Synthetic fabric upper for comfort, style and durability<br />Synthetic overlays for added structure and style<br />Contrast stitch detailing for added style<br />Laceless design for ease of wearing and removal<br />Velcro fastener with brand name for a customized Fit<br /><br /><strong>Midsole</strong><br />Mildly cushioned footbed for all-day comfort<br />Fabric lining for increased comfort<br />Contoured heel counter to add bounce, cushion and comfort<br /><br /><strong>Outsole</strong><br />Non marking TPR outsole for better shock absorption and durability<br />Circular suction lugs for better grip on all surfaces<br />Drainage vents<br /><br /><strong>Shoe care</strong><br />Wipe surface with soft, clean, dry cloth to remove dust<br />Do not machine wash<br />Do not store in direct sunlight</p>",NaN,2999.0,2999.0,Sports Shoes,Men,Footwear,Shoes,Fall,Sports,1.0,Black,NaN,NaN,NaN,NaN
82cead3f-73e7-48c0-bfdc-32b9cea91c28,Reebok,Reebok Men Premier Verona Supreme 2 Black Sports Shoes,"<p style=""text-align: justify;"">The reebok Verona Supreme 2 is a running shoe with a difference. It is lightweight and well ventilated, with a spectacular design. Among other spectacular features are the KineticFit sure-Fit panels that accomodate the shift in size and shape of your foot through the foot strike. Added to this is the plush DMX Ride cushioning that makes it an all the more comfortable, smooth and flexible ride. Wear them when you want to run or jog or use them as casual wear if you wish.<br /><br /><strong>Upper</strong><br />Breathable mesh upper for ample ventilation and reduced irritation<br />Synthetic overlays for added shoe structure, durability and style<br />KineticFit sure-fit panels to accomodate the shift in size and shape of the foot through the entire foot strike<br />SmoothFit upper for increased comfort and reduction of seam related irritation and rub<br />Lace-up system with synthetic laces for a snug, customized fit<br />Lushly padded mesh tongue for better ventilation and comfort<br />StableFit memory foam collar lining&nbsp; for in-step comfort<br />Brand name on tongue, medial side of shoe and behind collar<br />Brand logo on lateral side<br /><br /><strong>Midsole</strong><br />Injection Moulded EVA midsole for lightweight responsive cushioning and shock absorption<br />DMX Ride foam cushioning for all-day comfort<br />PlayDry lining for moisture management<br /><br /><strong>Outsole</strong><br />DMPRTek rubber outsole for lightweight cushioning and durability<br />DMX Shear vertical panels for greater comfort<br />DMX Shear vertical and horizontal heel cushioning to minimize stress on impact<br />Transition Bridge for ultimate heel-to-toe response<br />Waffle-pattern grip for excellent traction<br />Scooped heel for extra cushioning and comfort<br />Flex grooves for ease of movement<br /><br /><strong>Shoe care</strong><br />Wipe surface with soft, clean, dry cloth to remove dust<br />Do not machine wash<br />Do not store in direct sunlight</p>",NaN,6999.0,6999.0,Sports Shoes,Men,Footwear,Shoes,Fall,Sports,1.0,Black,NaN,NaN,NaN,NaN
64244a9c-968b-4a9b-8680-526d808af83a,Reebok,Reebok Men Buckets VI Black Sports Shoes,"<p>The perfect shoes for Basketball enthusiasts are here! reebok Buckets VI combine their light weight with striking looks and DMX Ride cushioning system to give you maximum comfort and style on the court. The outsole is durable and provides great traction on all surfaces, so you can be more confident when playing. Can also be used for casual wear. Go slam dunk!<br /> <br /> <strong>Upper</strong><br /> Soft leather upper for added durability and style<br /> <span style=""font-style: normal; font-weight: normal;"">Synthetic overlays for better shoe structure and durability<br /> Mid-cut design for ankle support and lateral stability<br /> Perforated pattern on forefoot and midfoot for style<br /> Lace-up system with synthetic laces for a snug, customized Fit<br /> Lushly padded tongue and well-cushioned collar for in-step comfort<br /> Mesh tongue for better ventilation<br /> Brand name on forefoot and lateral side<br /> <br /> <strong>Midsole</strong><br /> Injection moulded EVA midsole for lightweight responsive cushioning and shock absorption<br /> DMX Ride foam cushioning for all-day comfort<br /> Mesh lining for increased ventilation and comfort<br /> Removable sockliner to replace with an orthotic<br /> <br /> <strong>Outsole</strong><br /> Non marking high abrasion rubber outsole for better shock absorption and durability<br /> Circular grooves for improved traction<br /> Pivot point enables 180 degree movement<br /> <br /> </span><span style=""font-style: normal; font-weight: bold;"">Shoe care<br /> </span><span style=""font-style: normal; font-weight: normal;"">Wipe surface with soft, clean, dry cloth to remove dust<br /> Do not machine wash<br /> Do not store in direct sunlight</span></p>",NaN,4999.0,4999.0,Sports Shoes,Men,Footwear,Shoes,Fall,Sports,0.0,Black,NaN,NaN,NaN,NaN
0e047c7e-e13b-4b49-b18d-bfa1ec1a3497,Fastrack,Fastrack Women Analogue Leather Steel Watches,"<p>Stylish and comfortable, this analog wrist watch from fastrack&amp;  rsquo s Party Collection is designed for those who love their celebratory accessories. <br /> <br /> <span style=""font-style: normal  font-weight;"">Case diameter</span><span style=""font-style: normal  font-weight;"">: 20 mm<br /> </span><span style=""font-style: normal  font-weight;"">Case thickness</span><span style=""font-style: normal  font-weight;"">: 7 mm<br /> </span><span style=""font-style: normal  font-weight;"">Dial shape</span><span style=""font-style: normal  font-weight;"">: Square<br /> </span></p>
<p><span style=""font-style: normal  font-weight;"">&amp;  bull  Metallic case with a fixed bezel for added durability, style and comfort <br /> &amp;  bull  Metallic strap with a butterfly clasp for comfort and style<br /> &amp;  bull  White dial with a yellow border, brand name across 5 and 6 o&amp;  rsquo  clock marking, brand logo at 11 o&amp;  rsquo  clock marking, and lines marking 2, 4, 8 and 10 o&amp;  rsquo  clock<br /> &amp;  bull  Quartz movement of time display <br /> &amp;  bull  Screw to reset time <br /> &amp;  bull  Solid case back made of stainless steel for enhanced durability<br /> &amp;  bull  Water resistant up to 30 meters, which helps you wear it when swimming</span></p>",NaN,2495.0,2495.0,Watches,Women,Accessories,Watches,Winter,Casual,0.0,Steel,NaN,NaN,NaN,NaN
52cbcf09-c0cf-4c3b-9aff-02d5444169e8,Fastrack,Fastrack Women Essentials Steel Watches,"<p>Sleek and stylish, this analog wrist watch from fastrack&amp;  rsquo s Essentials Collection is designed for those women who love their everyday accessories. <br /> <br /> <span style=""font-style: normal  font-weight;"">Case diameter:</span><span style=""font-style: normal  font-weight;""> 20 mm<br /> </span><span style=""font-style: normal  font-weight;"">Case thickness:</span><span style=""font-style: normal  font-weight;""> 6 mm<br /> </span><span style=""font-style: normal  font-weight;"">Dial shape:</span><span style=""font-style: normal  font-weight;""> Triangle<br /> </span></p>
<p><span style=""font-style: normal  font-weight;"">&amp;  bull  Metallic case with a fixed bezel for added durability, style and comfort <br /> &amp;  bull  Metallic strap with a butterfly clasp for comfort and style<br /> &amp;  bull  White dial with brand name marking 6 o&amp;  rsquo  clock and brand logo marking the 12 o&amp;  rsquo  clock position<br /> &amp;  bull  Quartz movement of time display <br /> &amp;  bull  Screw to reset time <br /> &amp;  bull  Solid case back made of stainless steel for enhanced durability<br /> &amp;  bull  Water resistant up to  30 meters, which helps you wear it when swimming</span></p>",NaN,2495.0,2495.0,Watches,Women,Accessories,Watches,Winter,Casual,0.0,Steel,NaN,NaN,NaN,NaN
d4aa3d39-1238-4214-b9d5-2337b8a8f7cb,Fastrack,Fastrack Men Analogue Leather Steel Watches,"<p>Stylish and comfortable, this analog wrist watch from fastrack&amp;  rsquo s Biker&amp;  rsquo s Collection is designed for those who love their everyday accessories. Hit the road in style with this designed dial and don that rock star look.</p>
<p><span style=""font-style: normal  font-weight;"">Case diameter:</span><span style=""font-style: normal  font-weight;""> 40 mm<br /> </span><span style=""font-style: normal  font-weight;"">Case thickness:</span><span style=""font-style: normal  font-weight;""> 9 mm<br /> </span><span style=""font-style: normal  font-weight;"">Dial shape:</span><span style=""font-style: normal  font-weight;""> Modified rectangle<br /> </span></p>
<p><span style=""font-style: normal  font-weight;"">&amp;  bull  Metallic case with a fixed bezel for added durability, style and comfort <br /> &amp;  bull  Leather strap with a tang clasp for comfort and style<br /> &amp;  bull  Black dial with Arabic numbering of 6 to 8 o&amp;  rsquo  clock and 10 to 12 o&amp;  rsquo  clock, with brand name marking 9 o&amp;  rsquo  clock, and brand logo below the 12 o&amp;  rsquo  clock marking<br /> &amp;  bull  Quartz movement of time display with carved out hands<br /> &amp;  bull  Screw to reset time <br /> &amp;  bull  Solid case back made of stainless steel for enhanced durability<br /> &amp;  bull  Water resistant up to 50 meters, which helps you wear it when swimming</span></p>",NaN,1995.0,1995.0,Watches,Men,Accessories,Watches,Winter,Casual,0.0,Steel,NaN,NaN,NaN,NaN
35819f9b-7598-435e-9bd1-320b3cfe23e0,Fastrack,Fastrack Women Denim Analogue Steel Watches,"<p>Stylish and comfortable, this analog wrist watch from fastrack&amp;  rsquo s denim Collection is designed for those who love their everyday accessories. <br /> <br /> <span style=""font-style: normal  font-weight;"">Case diameter:</span><span style=""font-style: normal  font-weight;""> 20 mm<br /> </span><span style=""font-style: normal  font-weight;"">Case thickness: </span><span style=""font-style: normal  font-weight;"">4 mm<br /> </span><span style=""font-style: normal  font-weight;"">Dial shape:</span><span style=""font-style: normal  font-weight;""> Rectangle<br /> </span></p>
<p><span style=""font-style: normal  font-weight;"">&amp;  bull  Metallic case with a fixed bezel and stone embellishments on the length side for added durability, style and comfort <br /> &amp;  bull  Metallic strap with a butterfly clasp for comfort and style<br /> &amp;  bull  Blue dial with brand logo marking the 9 o&amp;  rsquo  clock position<br /> &amp;  bull  Quartz movement of time display <br /> &amp;  bull  Screw to reset time <br /> &amp;  bull  Solid case back made of stainless steel for enhanced durability<br /> &amp;  bull  Water resistant up to 30 meters, which helps you wear it when swimming</span></p>",NaN,1795.0,1795.0,Watches,Women,Accessories,Watches,Winter,Casual,0.0,Steel,NaN,NaN,NaN,NaN
8805c507-de5b-48d6-ac31-7e46019fd810,Fastrack,Fastrack Women Denim Analogue Steel Watch,"<p>Stylish and comfortable, this analog wrist watch from fastrack denim Collection is designed for those who love their everyday accessories. <br /> <span style=""font-style: normal  font-weight;""><br /> Case diameter: </span><span style=""font-style: normal  font-weight;"">20 mm<br /> </span><span style=""font-style: normal  font-weight;"">Case thickness:</span><span style=""font-style: normal  font-weight;""> 5 mm<br /> </span><span style=""font-style: normal  font-weight;"">Dial shape:</span><span style=""font-style: normal  font-weight;""> Rectangle<br /> </span></p>
<p><span style=""font-style: normal  font-weight;"">&nbsp;    Metallic case with a fixed bezel and stone embellishments on the length side for added durability, style and comfort <br />&nbsp;    Metallic strap with a butterfly clasp for comfort and style<br />&nbsp;    Colourful dial with brand logo marking the 9'o  clock position<br />&nbsp;    Quartz movement of time display <br />&nbsp;    Screw to reset time <br />&nbsp;    Solid case back made of stainless steel for enhanced durability<br />&nbsp;    Water resistant up to 30 meters, which helps you wear it when swimming</span></p>",NaN,1795.0,1795.0,Watches,Women,Accessories,Watches,Winter,Casual,0.0,Steel,NaN,NaN,NaN,NaN
125d6a96-3dbe-4afc-ae7e-ebdbf225c4ec,Reebok,Reebok Women Instant White Sports Shoes,"<p style=""text-align: justify;"">The reebok Instant is a versatile running shoe that features ample ventilation and offers lightweight comfort, keeping your feet fresh and comfortable all day. Added to this is the plush DMX Ride cushioning that makes it an all the more comfortable, smooth and flexible ride. Wear them when you want to run or jog or use them as casual wear. One pair of shoes, and so many uses!<br /><br /><strong>Upper</strong><br />Breathable mesh upper for ample ventilation and reduced irritation<br />Synthetic overlays for added shoe structure, durability and style<br />Lace-up system with synthetic laces for a snug, customized Fit<br />Lushly padded tongue and well-cushioned collar for in-step comfort<br />Mesh tongue for maximum ventilation<br />Brand logo on both sides<br />Brand name on tongue and behind collar<br /><br /><strong>Midsole</strong><br />EVA midsole for lightweight responsive cushioning and shock absorption<br />DMX Ride foam cushioning for all-day comfort<br />Mesh lining for increased ventilation and comfort<br /><br /><strong>Outsole</strong><br />TPR outsole for better shock absorption and durability<br />Scooped heel for extra cushioning and comfort<br />Medial arch-heel support for reducing foot fatigue<br />Waffle pattern for better grip on all surfaces<br />Flex grooves for ease of movement<br /><br /><strong>Shoe care</strong><br />Wipe surface with soft, clean, dry cloth to remove dust<br />Do not machine wash<br />Do not store in direct sunlight</p>",NaN,4999.0,4999.0,Sports Shoes,Women,Footwear,Shoes,Fall,Sports,1.0,White,NaN,NaN,NaN,NaN
62fd15e0-7ef9-4a84-97c4-6638b0208157,Reebok,Reebok Men Premier road supreme 2 Silver Sports Shoes,"<p style=""text-align: justify;"">The reebok Road Supreme 2 is a running shoe with a difference. It is lightweight and well ventilated, with a spectacular design. Among other spectacular features are the KineticFit sure-Fit panels that accomodate the shift in size and shape of your foot through the foot strike. Added to this is the plush DMX Ride cushioning that makes it an all the more comfortable, smooth and flexible ride. Wear them when you want to run or jog or use them as casual wear if you wish.<br /><br /><strong>Upper</strong><br />Breathable mesh upper for ample ventilation and reduced irritation<br />Synthetic overlays for added shoe structure, durability and style<br />KineticFit sure-fit panels to accomodate the shift in size and shape of the foot through the entire foot strike<br />SmoothFit upper for increased comfort and reduction of seam related irritation and rub<br />Lace-up system with synthetic laces for a snug, customized fit<br />Lushly padded mesh tongue for better ventilation and comfort<br />StableFit memory foam collar lining&nbsp; for in-step comfort<br />Brand name on tongue, medial side of shoe and behind collar<br />Brand logo on lateral side<br /><br /><strong>Midsole</strong><br />Injection Moulded EVA midsole for lightweight responsive cushioning and shock absorption<br />DMX Ride foam cushioning for all-day comfort<br />PlayDry lining for moisture management<br /><br /><strong>Outsole</strong><br />DMPRTek rubber outsole for lightweight cushioning and durability<br />DMX Shear vertical panels for greater comfort<br />DMX Shear vertical and horizontal heel cushioning to minimize stress on impact<br />Transition Bridge for ultimate heel-to-toe response<br />Waffle-pattern grip for excellent traction<br />Scooped heel for extra cushioning and comfort<br />Flex grooves for ease of movement<br /><br /><strong>Shoe care</strong><br />Wipe surface with soft, clean, dry cloth to remove dust<br />Do not machine wash<br />Do not store in direct sunlight</p>",NaN,7999.0,7999.0,Sports Shoes,Men,Footwear,Shoes,Fall,Sports,1.0,Silver,NaN,NaN,NaN,NaN
